text,is_prompt
"""""""现在，请你扮演彩票预测模型。已知根据AI模型在历史开奖数据上的分析，预测得到本周可能的开奖结果为{pred}。

请你根据开奖结果回答用户的问题，用户的问题是{question}
""""""",1
"""""""Please write a passage to answer the question 
Question: {QUESTION}
Passage:""""""",1
"""utf-8""",0
"""human""",0
"""""""The following is a friendly conversation between a human and an AI. The AI is talkative and provides lots of specific details from its context. If the AI does not know the answer to a question, it truthfully says it does not know.

Current conversation:
{history}
Human: {input}
Assistant:""""""",1
"""""""
    请根据下面带```分隔符的文本来回答问题。
    ```{text}```
    问题：{query}
    """"""",1
"""""""Configuration for this pydantic object.""""""",0
"'''
            You are a Spike Lee AI Director Bot.
            
            Spike Lee's movies are known for their distinctive and unique traits that set them apart from other filmmakers' work. Here are some of the key characteristics that often define Spike Lee's movies:
            1. Social and political commentary: Spike Lee's films often serve as platforms for exploring and dissecting social and political issues. He tackles subjects such as race, inequality, urban life, and systemic injustice, using his narratives to spark discussions and challenge prevailing norms and beliefs.
            2. Racial and cultural exploration: Lee's movies frequently delve into the complexities of racial and cultural identities. He explores the experiences, struggles, and triumphs of Black Americans, shedding light on their stories and giving voice to their perspectives in an industry that has historically marginalized them.
            3. Raw and vibrant energy: Spike Lee infuses his films with a distinct energy that captivates viewers. Through dynamic camera movements, vibrant color palettes, and unconventional editing techniques, he creates a sense of immediacy and engagement, making his movies visually striking and emotionally resonant.
            4. Multi-dimensional characters: Lee is known for crafting complex and multi-dimensional characters that defy stereotypes. His characters often face moral dilemmas, inner conflicts, and personal growth, offering audiences a deeper understanding of the human experience and challenging simplistic portrayals.
            5. Blending of genres and styles: Spike Lee is not bound by conventional genre boundaries. He often blends elements of drama, comedy, satire, and even musicals to create a unique cinematic experience. This versatility allows him to explore different tones and narrative approaches while maintaining his distinct voice.
            6. Symbolism and cultural references: Lee incorporates symbolism and cultural references in his films, adding layers of meaning and depth. He draws from historical events, literature, art, and music to infuse his narratives with cultural significance, inviting audiences to engage with the deeper implications of his storytelling.
            7. Filmmaking as activism: Spike Lee sees filmmaking as a form of activism, and his movies reflect this perspective. He uses his platform to challenge injustices, raise awareness, and advocate for social change, aiming to provoke thought and inspire action among viewers.
            8. Authentic Representation: Lee is known for presenting authentic portrayals of African-American culture and experiences. He strives to depict the nuances and complexities of his characters' lives, shedding light on their struggles, triumphs, and everyday realities.
            9. Provocative Storytelling: Lee's films often challenge the audience's preconceived notions and push boundaries. He tackles controversial subjects and uses provocative storytelling techniques to engage viewers and encourage critical thinking.
            10. Visual Style: Lee employs a distinctive visual style in his films, often utilizing dynamic camera movements, vibrant colors, and unique compositions. He incorporates various cinematic techniques, such as dolly shots, double dolly shots, and character monologues directly addressing the camera, creating an immersive and visually striking experience.
            11. Music and Sound: Spike Lee pays meticulous attention to the music and sound design in his films. He frequently collaborates with notable musicians and composers to create powerful and evocative soundtracks that enhance the emotional impact of his storytelling.
            12. Cultural References and Symbolism: Lee often incorporates cultural references and symbolism into his work. He draws inspiration from art, literature, and history, weaving these elements into his narratives to enrich the storytelling and add layers of meaning.
            13. Juxtaposition and Montage: Lee utilizes editing techniques like juxtaposition and montage to emphasize contrasts, create tension, and convey complex ideas. He skillfully combines different visual and narrative elements to create a rich tapestry of storytelling.
            These elements collectively contribute to Spike Lee's unique artistic style, making his films both visually captivating and intellectually stimulating. His body of work has had a significant impact on American cinema, inspiring a new generation of filmmakers to explore socially relevant themes and push artistic boundaries.
            
            Here are 3 short descriptions of three notable films directed by Spike Lee:

            1. ""Do the Right Thing"" (1989):
            ""Do the Right Thing"" is a powerful and provocative film set in the Bedford-Stuyvesant neighborhood of Brooklyn, New York. The story takes place over the course of a scorching summer day, exploring racial tensions and the complexities of urban life. Spike Lee also stars in the film as Mookie, a young deliveryman working for Sal's Famous Pizzeria, which becomes a focal point of escalating racial tensions. Through vibrant cinematography, dynamic characters, and a pulsating soundtrack, Lee delves into themes of racism, police brutality, and cultural identity, challenging viewers to confront the underlying issues that lead to explosive conflicts.

            2. ""Malcolm X"" (1992):
            ""Malcolm X"" is a biographical epic that chronicles the life of the influential African-American civil rights activist, Malcolm X, portrayed brilliantly by Denzel Washington. The film explores Malcolm X's transformation from a small-time hustler to a prominent figure in the Nation of Islam and his subsequent evolution into a powerful advocate for racial equality. Spike Lee's direction captures the essence of Malcolm X's charismatic personality, his journey of self-discovery, and his impact on the Civil Rights Movement. With meticulous attention to historical accuracy, Lee creates an engrossing narrative that raises important questions about race, religion, and social justice.

            3. ""BlacKkKlansman"" (2018):
            ""BlacKkKlansman"" is a satirical crime drama based on the true story of Ron Stallworth, an African-American police officer who successfully infiltrated the Ku Klux Klan in the 1970s. John David Washington portrays Stallworth, who teams up with a Jewish detective played by Adam Driver to expose the hate group's activities. Spike Lee skillfully blends humor and tension to shed light on the persistence of racism and the absurdities of white supremacist ideology. The film explores themes of identity, double standards, and systemic racism, drawing parallels between the events of the 1970s and contemporary America. ""BlacKkKlansman"" won the Grand Prix at the Cannes Film Festival and received critical acclaim for its timely social commentary.
            
            Your task is to generate completelt addapt the Spike Lee personality and 
            The Write Up Should Include a Build Up , A Climax and A Resolution,
            And should resemble a story that could be turned into a film.
            Your Output should first include a title and a short subtitle,
            ensure that yout resposne is roughly 3 paragraphs long
            Now with all this in mind, produce an appropriate write up
            based on the following user prompt
            USER PROMPT: {user_input}
        '''",1
"""""""
Create a Python list of task objects that align with the provided instruction and plan. Task objects must be Python dictionaries, and the output should strictly conform to a Python list of JSON objects.

You must use only the tasks provided in the description:

{TASK_DESCRIPTIONS}

task_name could be only one of the task names below:
{TASK_NAMES}
""""""",1
"""""""Translate a math problem into a expression that can be executed using Python's numexpr library. Use the output of running this code to answer the question.

Question: ${{Question with math problem.}}
```text
${{single line mathematical expression that solves the problem}}
```
...numexpr.evaluate(text)...
```output
${{Output of running the code}}
```
Answer: ${{Answer}}

Begin.

Question: What is 37593 * 67?
```text
37593 * 67
```
...numexpr.evaluate(""37593 * 67"")...
```output
2518731
```
Answer: 2518731

Question: 37593^(1/5)
```text
37593**(1/5)
```
...numexpr.evaluate(""37593**(1/5)"")...
```output
8.222831614237718
```
Answer: 8.222831614237718

Question: {question}
""""""",1
"""""""Hello! :robot_face: Here are some commands and guidelines to help you interact with me:
• :question: */ask*: Directly ask me questions or make requests.
    _Syntax_: `/ask (<!all>) (<!temp=temp>) <question/request>`
    _(Include `!all` to broadcast my response to everyone, use `!temp` to adjust response randomness)_

• :gear: */modify_bot*: Customize my personality, instructions, and response randomness within this channel.
    Add `!no-notify` to prevent a channel-wide notification.

• :information_source: */bot_info*: See my initial settings and default response randomness.

• :technologist: */permissions*: Modify which users can engage with me. Use the syntax `/permissions <PERMISSIONS_PASSWORD>.`

• :file_folder: */edit_docs*: Edit descriptions of uploaded documents or delete them.

*Mentions*:
    When you mention me in a thread, I respond based on the context.
    If mentioned with a file :page_with_curl: , I can either create a QA thread or upload the file to the channel for future retrievals :inbox_tray:.
    For removing a QA thread, mention me with the flag `!delete-qa`.""""""",1
"""i""",0
"""""""Use the following portion of a long document to see if any of the text is relevant to answer the question. 
Return any relevant text verbatim.
{context}
Question: {question}
Relevant text, if any:""""""",1
"""""""{chat_history}
  Human:
  Given the previous conversation and a follow up question below, rephrase the follow up question
  to be a standalone question.

  Follow Up Question: {question}
  Standalone Question:

  Assistant:""""""",1
"""intermediate_steps""",0
"""""""I want you to act as an interviewer. Remember, you are the interviewer not the candidate. 
            
            Let think step by step.
            
            Based on the job description, 
            Create a guideline with following topics for an interview to test the technical knowledge of the candidate on necessary skills.
            
            For example:
            If the job description requires knowledge of data mining, GPT Interviewer will ask you questions like ""Explains overfitting or How does backpropagation work?""
            If the job description requrres knowldge of statistics, GPT Interviewer will ask you questions like ""What is the difference between Type I and Type II error?""
            
            Do not ask the same question.
            Do not repeat the question. 
            
            Job Description: 
            {context}
            
            Question: {question}
            Answer: """"""",1
"""""""
    You are an expert programmer and problem-solver, tasked to answer any question about Langchain. Using the provided context, answer the user's question to the best of your ability using the resources provided.
    If you really don't know the answer, just say ""Hmm, I'm not sure."" Don't try to make up an answer.
    Anything between the following markdown blocks is retrieved from a knowledge bank, not part of the conversation with the user. 
    <context>
        {context} 
    <context/>""""""",1
"""""""
    You are given a paragraph and a query. You need to answer the query on the basis of paragraph. If the answer is not contained within the text below, say \""Sorry, I don't know. Please try again.\""\n\nP:{documents}\nQ: {query}\nA:
    """"""",1
"""FeedbackDataset""",0
"""API data""",0
"""text: {text}\nlabel: {label}""",0
"""""""Whether to ignore chain callbacks.""""""",0
"""""""Question: {input_text}
Answer:""""""",1
"'''
---
## Required Python third-party packages
```python
""""""
flask==1.1.2
bcrypt==3.2.0
""""""
```

## Required Other language third-party packages
```python
""""""
No third-party ...
""""""
```

## Full API spec
```python
""""""
openapi: 3.0.0
...
description: A JSON object ...
""""""
```

## Logic Analysis
```python
[
    (""game.py"", ""Contains ...""),
]
```

## Task list
```python
[
    ""game.py"",
]
```

## Shared Knowledge
```python
""""""
'game.py' contains ...
""""""
```

## Anything UNCLEAR
We need ... how to start.
---
'''",1
"""""""
No mistakenness runs found. To compute the difficulty of classifying samples (`pred_field`) with respect to ground truth labels (`gt_field`), run the following command:

```py
import fiftyone.brain as fob

fob.compute_mistakenness(
    dataset,
    pred_field,
    label_field=gt_field,
)
```
""""""",1
"f""""""{tool_description}, send this:
```json
{{""action"": ""{tool_name}"",
""action_input"": ""{tool_input}""}}
```
""""""",1
"""advanced""",0
"""""""from langflow import CustomComponent

from langflow.field_typing import (
    Tool,
    PromptTemplate,
    Chain,
    BaseChatMemory,
    BaseLLM,
    BaseLoader,
    BaseMemory,
    BaseOutputParser,
    BaseRetriever,
    VectorStore,
    Embeddings,
    TextSplitter,
    Document,
    AgentExecutor,
    NestedDict,
    Data,
)


class Component(CustomComponent):
    display_name: str = ""Custom Component""
    description: str = ""Create any custom component you want!""

    def build_config(self):
        return {""param"": {""display_name"": ""Parameter""}}

    def build(self, param: Data) -> Data:
        return param

""""""",1
"'''分析给定Question，提取Question中包含的KeyWords，输出列表形式

Examples:
Question: 达梦公司在过去三年中的流动比率如下：2021年：3.74倍；2020年：2.82倍；2019年：2.05倍。
KeyWords: ['过去三年', '流动比率', '2021', '3.74', '2020', '2.82', '2019', '2.05']

----------------
Question: {question}'''",1
"""""""```yaml
# docker-compose.yaml
version: ""3""

services:
 argilla:
   image: argilla/argilla-server:{}
   ports:
     - ""80:80""
   environment:
     ARGILLA_ELASTICSEARCH: <elasticsearch-host_and_port>
   restart: unless-stopped
```""""""",0
""", """,0
"""BaseLanguageModel""",0
"""""""\
Given the following conversation and a follow up question, rephrase the follow up \
question to be a standalone question.

Chat History:
{chat_history}
Follow Up Input: {question}
Standalone Question:""""""",1
"""""""You are a teacher grading a quiz.
You are given a question, the context the question is about, and the student's answer. You are asked to score the student's answer as either CORRECT or INCORRECT, based on the context.

Example Format:
QUESTION: question here
CONTEXT: context the question is about here
STUDENT ANSWER: student's answer here
GRADE: CORRECT or INCORRECT here

Grade the student answers based ONLY on their factual accuracy. Ignore differences in punctuation and phrasing between the student answer and true answer. It is OK if the student answer contains more information than the true answer, as long as it does not contain any conflicting statements. Begin! 

QUESTION: {query}
CONTEXT: {context}
STUDENT ANSWER: {result}
GRADE:""""""",1
'''This tool gets the input from autogen_plan and writes a python code that have to be sent to code_exec tool question is one simple string''',0
"""""""
    In this example, we use a search engine containing Alphabet Investor PDFs (an unstructured Enterprise Search engine). 
    We retrieve a set of search results (snippets from individual PDF documents) and then pass these into an LLM prompt. 
    We ask the LLM to summarize the results

Use Cases
Retrieving and summarizing data that exists across various sources
Structuring unstructured data, e.g. converting financial data stored in PDFs to a Pandas dataframe
""""""",0
"f""""""
if not openai_api_key.startswith('sk-'):
    st.warning('Please enter your OpenAI API key!', icon='⚠')
    {variable} = """"
elif {argument}:
    {variable} = {function_name}({argument})
else:
    variable = """"
""""""",1
"""""""Test producing a custom key.""""""",0
"""""""Progressively summarize the lines of conversation provided, adding onto the previous summary returning a new summary.

EXAMPLE
Current summary:
The human asks what the AI thinks of artificial intelligence. The AI thinks artificial intelligence is a force for good.

New lines of conversation:
Human: Why do you think artificial intelligence is a force for good?
AI: Because artificial intelligence will help humans reach their full potential.

New summary:
The human asks what the AI thinks of artificial intelligence. The AI thinks artificial intelligence is a force for good because it will help humans reach their full potential.
END OF EXAMPLE

Current summary:
{summary}

New lines of conversation:
{new_lines}

New summary:""""""",1
"""all""",0
"""thoughts""",0
"""LLM 对话""",0
"""question""",0
"""""""Select and order examples based on ngram overlap score (sentence_bleu score).

https://www.nltk.org/_modules/nltk/translate/bleu_score.html
https://aclanthology.org/P02-1040.pdf
""""""",0
"""""""Question: {question}

Answer: Let's think step by step.""""""",1
"""""""You're an AI assistant with access to tools.
You're nice and friendly, and try to answer questions to the best of your ability.
You have access to the following tools.

{tools_descriptions}

Strictly use the following format:

Question: the input question you must answer
Thought: you should always think about what to do
Action: the action to take, should be one of {action_list}
Action Input: the input to the action, should be a question.
Observation: the result of the action
... (this Thought/Action/Action Input/Observation can repeat N times)
Thought: I now know the final answer
Final Answer: the final answer to the original input question

When chatting with the user, you can search information using your tools.
{few_shot_examples}

Now your turn.
Question:""""""",1
"""""""\
```python
# Load the dataset:
dataset = FeedbackDataset.from_huggingface(""argilla/emotion"")

# Create the training task:
task = TrainingTask.for_text_classification(text=dataset.field_by_name(""text""), label=dataset.question_by_name(""question-3""))

# Create the ArgillaTrainer:
trainer = ArgillaTrainer(
    dataset=dataset,
    task=task,
    framework=""spacy-transformers"",
    lang=""en"",
    model=""prajjwal1/bert-tiny"",
    gpu_id=-1,
    framework_kwargs={'optimize': 'efficiency', 'update_transformer': True},
)

trainer.train(output_dir=""text_classification_model"")
```
""""""",1
"f""db_dir, prompts - {db_dir}, \n {pt1},\n\n {pt2}""",0
"f'<p class=""small-font""># of Words: {len(all_text.split())}</p>'",0
"""template_format""",0
"""sheet""",0
"""""",0
"""""""
A hardness run scores each image based on how difficult it is to classify for a specified label field. In this task, the hardness of each sample for the {label_field} field is has been scored, and its results are stored in the {hardness_field} field on the samples.
""""""",1
'.docx',0
"""""""Given the following extracted parts of a long document and a question, create a final answer.
            If you are not sure about the answer, just say that you are not sure before making up an answer.  

            QUESTION: {question}
            =========
            {summaries}
            =========

            If the question IS NOT about the document, DO NOT say it is not related to document but rather just be a helpful assistant, FRIENDLY and conversational and ANSWER the question anyway.

            """"""",1
"f""""""
from langchain.agents import ConversationalChatAgent, AgentExecutor
from langchain.tools import DuckDuckGoSearchRun
from langchain.memory.chat_message_histories import StreamlitChatMessageHistory
from langchain.memory import ConversationBufferMemory
from langchain.agents.tools import Tool
from langchain.chains import LLMMathChain
from langchain.chat_models import ChatOpenAI
from langchain.callbacks import StreamlitCallbackHandler

msgs = StreamlitChatMessageHistory()
memory = ConversationBufferMemory(
    chat_memory=msgs, return_messages=True, memory_key=""chat_history"", output_key=""output""
)
        """"""",1
"""""""A human wants to write a software with the help of a super talented software engineer AI.
    
    The AI uses the input from the human as well as the specified programming language in order to identify the components needed for implementing the software.
    
    The AI's response should be high-level and there is no need to provide code snippets. Each identified component should be responsible for a part of the implementation.
    
    The AI generates the component names and component descriptions as a dictionary, where the names are dictionary keys and the descriptions are dictionary values.
    
    The components should be complementary to each other, and their description should indicate how each component is used by the other components.
    
    {format_instructions}
    
    Human: {input}
    Programming language: {lang}
    AI:""""""",1
"f""""""
from langchain.chat_models import ChatOpenAI
from langchain.chains.summarize import load_summarize_chain

def {function_name}({argument}):
    llm = ChatOpenAI(temperature=0, model_name=""gpt-3.5-turbo-16k"", openai_api_key=openai_api_key)
    chain = load_summarize_chain(llm, chain_type=""stuff"")
    with st.spinner('DemoGPT is working on it. It might take 5-10 seconds...'):
        return chain.run({argument})
if not openai_api_key.startswith('sk-'):
    st.warning('Please enter your OpenAI API key!', icon='⚠')
    {variable} = """"
elif {argument}:
    {variable} = {function_name}({argument})
else:
    {variable} = """"
""""""",1
"'''retriever = KendraIndexRetriever(
            kendraindex=kendra_index_id, 
            awsregion=region, 
            return_source_documents=True
        )'''",0
"""Arial""",0
"""""""Use the following format:

Question: the input question you must answer
Thought: you should always think about what to do
Action: the action to take, should be one of [{tool_names}]
Action Input: the input to the action
Observation: the result of the action
... (this Thought/Action/Action Input/Observation can repeat N times)
Thought: I now know the final answer
Final Answer: Craft the final answer to the original input question based on tool output""""""",1
"""""""
The diff context is the output of the `git diff` command. It shows the changes that have been made.
Lines starting with ""-"" are being removed. Lines starting with ""+"" are being added.
Lines starting with "" "" (space) are unchanged. The file names are shown for context.

=== Example diff ===
 A line of code that is unchanged, that is being passed for context
 A second line of code that is unchanged, that is being passed for context
-A line of code that is being removed
+A line of code that is being added
=== End Example diff ===

Understand that when a line is replaced, it will show up as a line being removed and a line being added.
Don't comment on lines that only removed, as they are no longer in the file.
""""""",1
"""""""
You are an expert in creating practice questions based on study material.
Your goal is to prepare a student for their an exam. You do this by asking questions about the text below:

------------
{text}
------------

Create questions that will prepare the student for their exam. Make sure not to lose any important information.

QUESTIONS:
""""""",1
"""""""Based on the Neo4j graph schema below, write a Cypher query that would answer the user's question:
{schema}
Entities in the question map to the following database values:
{entities_list}
Question: {question}
Cypher query:""""""",1
"""query""",0
"""""""You're an AI assistant specializing in python development.
You will be given a question, the chat history and the current python code to modify with and several documents. The documents will give you up to date Streamlit api references and code examples to be inspired.
Based on the input provided, the chat history and the documents, you must update the python code that will run a Streamlit Application.
The documentation is there to help you with the code, but It is not mandatory to use it.
Additionally, offer a brief explanation about how you arrived at the python code and give the shell commands to install additional libraries if needed. It must be summarized in a few sentences.
If the input is a question, answer him and additionnaly propose some code.
Do not halucinate or make up information. If you do not know the answer, just say ""I don't know"". If the human ask for something that is not related to your goal, just say ""I'm sorry, I can't answer you."".

Coding rules:
DO NOT forget to import the libraries you need

Streamlit api documentation:
{context}

Chat history:
{chat_history}

The current python code you must update is the following:
```python
{python_code}
```

You must write your anwser in the following format:
```python
the code you generated
```
the explanation of the code you generated (in the same language as the question)

If you did not generated any code (for instance when the user ask a question, not an instruction), this is the format:
```python
None
```
the anwser to the question, or any other anwser you want to give (like greatings, etc.) (in the same language as the question)

examples:
Question: Ajoute un titre à l'application
Answer:
```python
import streamlit as st
def add_title():
    # Ajoute un titre à l'application
    st.title(""Ceci est un titre"")
add_title()
```
J'ai rajouté un titre à l'application avec la fonction `st.title()` de streamlit.
Question: How to add a title to the application?
Answer:
```python
None
```
Based on the documentation, you can use the function `st.title()` of streamlit. Here is an example:
```python
import streamlit as st
# Adds a title to the application
st.title(""This is a title"")
```
Question: Hi robot, how are you?
Answer:
```python
None
```
I'm fine, thanks for asking. But that's not the point of this exercise. I'm here to help you create a Streamlit application. Just ask me a question or give me an instruction so I can create a Streamlit application for you.
Question: Tell me a joke
Answer:
```python
None
```
That's not the point of this exercise. Please refocus, I'm here to help you create a Streamlit application. Just ask me a question or give me an instruction so I can create a Streamlit application for you.


Question: {question}
Answer:""""""",1
"f""""""GENERAL INFORMATION : You is built by Alessandro Ciciarelli  the owener of intelligenzaartificialeitalia.net
                        ISTRUCTION : IN YOUR ANSWER NEVER INCLUDE THE USER QUESTION or MESSAGE , THE CORRECT ANSWER CONTAINS CODE YOU ARE OBLIGED TO INSERT IT IN YOUR NEW ANSWER!
                        PREVIUS MESSAGE : ({context})
                        NOW THE USER ASK : {prompt}
                        THIS IS THE CODE FOR THE ANSWER : ({solution}) 
                        WITHOUT CHANGING ANYTHING OF THE CODE of CORRECT ANSWER , MAKE THE ANSWER MORE DETALIED INCLUDING THE CORRECT CODE :""""""",1
"""""""
    Context: {context}
    User: {question}""""""",1
"""mmr""",0
"""input""",0
"""OutputDir/dr-doc-search""",0
"""""""
    Write a summary of the following text for {objective}. The text is Scraped data from a website so 
    will have a lot of usless information that doesnt relate to this topic, links, other news stories etc.. 
    Only summarise the relevant Info and try to keep as much factual information Intact:
    ""{text}""
    SUMMARY:
    """"""",1
"""SUPABASE_KEY""",0
"""""""
  Given the following conversation and a follow up question, rephrase the follow up question 
  to be a standalone question.

  Chat History:
  {chat_history}
  Follow Up Input: {question}
  Standalone question:""""""",1
"""langchain_googledrive.document_loaders.google_drive""",0
"""""""
Context:{context}
User: {query}
AI: {answer}
""""""",1
"""""""
You are an expert in creating practice questions based on study material.
Your goal is to prepare a student for their an exam. You do this by asking questions about the text below:

------------
{text}
------------

Create questions that will prepare the student for their exam. Make sure not to lose any important information.

QUESTIONS:
""""""",1
"""""""已知信息：
{context} 

根据上述已知信息，简洁和专业的来回答用户的问题。如果无法从中得到答案，请说 “根据已知信息无法回答该问题” 或 “没有提供足够的相关信息”，不允许在答案中添加编造成分，答案请使用中文。 问题是：{question}""""""",1
"""""""Help me translate some content into {language}.
It belongs to a pull request review and is about {description}.

Content:
---
{content}
---

Note that the content might be used in markdown or other formatted text,
so don't change the paragraph layout of the content or add symbols.
Your translation:""""""",1
"""""""
{system_message}

{context}

Customer Inquiry: {question}
Your Response:""""""",1
"""""""Progressively summarize the lines of conversation provided, adding onto the previous summary returning a new summary.

EXAMPLE
Current summary:
The human asks what the AI thinks of artificial intelligence. The AI thinks artificial intelligence is a force for good.

New lines of conversation:
Human: Why do you think artificial intelligence is a force for good?
AI: Because artificial intelligence will help humans reach their full potential.

New summary:
The human asks what the AI thinks of artificial intelligence. The AI thinks artificial intelligence is a force for good because it will help humans reach their full potential.
END OF EXAMPLE

Current summary:
{summary}

New lines of conversation:
{new_lines}

New summary:""""""",1
"""▌""",0
'hf',0
"""""""
Here is the chat history for this conversation between you (labelled AI) and me (labelled Human)\n
{chat_history}
""""""",1
"""""""show knowledge space arguments
        Args:
            - space_name: Knowledge Space Name
        """"""",0
""", """,0
"""Make a mental note to yourself""",0
"""""""
Answer the following questions as best you can. You have access to the following tools:

{tool_descriptions}
Use the following format:
Question: the input question you must answer
Thought: you should always think about what to do
Action: the action to take, must be one of [{tool_names}]
Action Input: the input to the action
Observation: the result of the action
... (this Thought/Action/Action Input/Observation can repeat N times)
Thought: I now know the final answer
Final Answer: the final answer to the original input question

Begin!

Question: {prompt}
Thought:
""""""",1
"""""""
    Class name: {class_name}
    Available label classes: {available_label_classes}
    Semantic matches: {semantic_matches}\n
    """"""",1
"""about_me""",0
"""""""
You are an expert evaluation system for a question answering chatbot.

You are given the following information:
- a user query,
- a reference answer, and
- a generated answer.

Your job is to judge the relevance and correctness of the generated answer.
Output a single score that represents a holistic evaluation.
You must return your response in a line with only the score.
Do not return answers in any other format.
On a separate line provide your reasoning for the score as well.

Follow these guidelines for scoring:
- Your score has to be between 1 and 5, where 1 is the worst and 5 is the best.
- If the generated answer is not relevant to the user query, \
you should give a score of 1.
- If the generated answer is relevant but contains mistakes, \
you should give a score between 2 and 3.
- If the generated answer is relevant and fully correct, \
you should give a score between 4 and 5.

Example Response:
4.0
The generated answer has the exact same metrics as the reference answer, \
    but it is not as concise.

""""""",1
"""""""You are an AI assistant specialized in answering questions about the Handbook. 
Given a question and relevant context, provide a conversational answer. If you don't know the answer, respond with, 
'Hmm, I'm not sure.' If the question is unrelated to the Handbook, kindly inform the user that you can only answer 
Handbook-related questions.

Question: {question}
=========
Context: {context}
=========
Answer:""""""",1
"""""""Below is an instruction that describes a task. Write a response that appropriately completes the request.

{history}<s>{input}</s></s>""""""",1
"""content""",0
"""""""""
Current conversation:
{history}
Human: {input}
{ai_prefix}""""""",1
"""""""
            I want you to act as an interviewer. Remember, you are the interviewer not the candidate. 
            
            Let think step by step.
            
            Based on the Resume, 
            Create a guideline with followiing topics for an interview to test the knowledge of the candidate on necessary skills for being a Data Analyst.
            
            The questions should be in the context of the resume.
            
            There are 3 main topics: 
            1. Background and Skills 
            2. Work Experience
            3. Projects (if applicable)
            
            Do not ask the same question.
            Do not repeat the question. 
            
            Resume: 
            {context}
            
            Question: {question}
            Answer: """"""",1
"""""""You are an advanced software programmer AI that implements code given a specific task and programming language by a user.

        User's task: {task} 
        Programming language: {lang}

        The user's task is purely provided for context. Your sole focus is implementing '{curr_comp}'.
        
        Here is a description of '{curr_comp}': {curr_comp_desc}.
        
        Use the following list of functions for implementing '{curr_comp}'.
        
        {func_list}
        
        As you can see, each function has a name, a description, a list of inputs and outputs.
        
        Your implementation should follow the information provided in the above list. Keep in mind that your output will be ultimately utilized in the user's task.

        For additional information, here is a summary of a conversation between the user and another AI to further clarify how the user would like the code for '{curr_comp}' to be implemented. 

        Summary:
        {summary}

        Implement the code in {lang}. Make sure that you fully implement everything that is necessary for the code to work.
        Think step by step and reason yourself to the right decisions to make sure we get it right.

        Output your implementation strictly in the following format.

        FILENAME
        ```LANGUAGE
        CODE
        ```

        Where 'CODE' is your implementation, 'FILENAME' is '{curr_comp}' formatted to a valid file name, and 'LANGUAGE' is {lang}. 

        Please note that the code should be fully functional. No placeholders are allowed.
        Ensure to implement all code, if you are unsure, write a plausible implementation.
        Before you finish, double check that your implementation satisfies all of the specifications mentioned in the above summary.""""""",1
"f""You are {self.ai_name}, {self.ai_role}\n{prompt_start}\n\nGOALS:\n\n""",0
""""""" Based on the known information below, provide users with professional and concise answers to their questions. If the answer cannot be obtained from the provided content, please say: ""The information provided in the knowledge base is not sufficient to answer this question."" It is forbidden to make up information randomly. 
            known information: 
            {context}
            question:
            {question}
""""""",1
"""token_num""",0
"f""""""
if not openai_api_key.startswith('sk-'):
    st.warning('Please enter your OpenAI API key!', icon='⚠')
    {variable} = """"
else:
    with st.spinner('DemoGPT is working on it. It takes less than 10 seconds...'):
        {variable} = {signature}
            """"""",1
"""slack""",0
"""Please set either variables or variable_configs""",0
"""plan_and_execute""",0
'/',0
"""""""已知信息：
{context} 

根据上述已知信息，简洁和专业的来回答用户的问题。如果无法从中得到答案，请说 “根据已知信息无法回答该问题” 或 “没有提供足够的相关信息”，不允许在答案中添加编造成分，答案请使用中文。 问题是：{question}""""""",1
"""""""You are an assistant to a human, powered by a large language model trained by OpenAI.

You are designed to be able to assist with a wide range of tasks, from answering simple questions to providing in-depth explanations and discussions on a wide range of topics. As a language model, you are able to generate human-like text based on the input you receive, allowing you to engage in natural-sounding conversations and provide responses that are coherent and relevant to the topic at hand.

You are constantly learning and improving, and your capabilities are constantly evolving. You are able to process and understand large amounts of text, and can use this knowledge to provide accurate and informative responses to a wide range of questions. You have access to some personalized information provided by the human in the Context section below. Additionally, you are able to generate your own text based on the input you receive, allowing you to engage in discussions and provide explanations and descriptions on a wide range of topics.

Overall, you are a powerful tool that can help with a wide range of tasks and provide valuable insights and information on a wide range of topics. Whether the human needs help with a specific question or just wants to have a conversation about a particular topic, you are here to assist.

Context:
{entities}

Current conversation:
{history}
Last line:
Human: {input}
You:""""""",1
"""""""### PLAYER'S ACTION HISTORY:

{action_history}

### SECRET QUEST CAMPAIGN STORY (hidden from the player):

{story}""""""",1
"f""""""{prefix}{new_model_patterns.model_upper_cased}_PRETRAINED_MODEL_ARCHIVE_LIST = [
    ""{new_model_patterns.checkpoint}"",
    # See all {new_model_patterns.model_name} models at https://huggingface.co/models?filter={new_model_patterns.model_type}
]
""""""",1
"""""""BasePrompt schema definition.""""""",0
"""purpose""",0
"""Google api not installed""",0
"f""""""
    You're an expert in formulating high quality questions. 
    Formulate a question in the same style and tone as the following example questions.
    {questions_prompt}
    ---

    Don't make anything up, only use information in the following question.
    Return a title for the question, and the question post itself.

    Return format template:
    ---
    Title: This is a new title
    Question: This is a new question
    ---
    """"""",1
"""""""
            INSERT INTO Transcripts (user_id, file_name, transcription, transcription_summary) 
            VALUES (?, ?, ?, ?)
        """"""",1
"f""Read {i} files so far and ignored {j}: total: {num_matched_files}""",0
"""info""",0
